date,snow_day,snowfall_overnight,snowfall_24h,precipitation_overnight,precipitation_24h,no_snowfall_penalty,freezing_rain,temp_min_overnight,wind_speed_avg_overnight,wind_gusts_max_overnight,dewpoint_avg_overnight,humidity_avg_overnight,temperature0,precipitation0,snowfall0,snow_depth0,wind_speed0,wind_gusts0,weather_code0,temperature1,precipitation1,snowfall1,snow_depth1,wind_speed1,wind_gusts1,weather_code1,temperature2,precipitation2,snowfall2,snow_depth2,wind_speed2,wind_gusts2,weather_code2,temperature3,precipitation3,snowfall3,snow_depth3,wind_speed3,wind_gusts3,weather_code3,temperature4,precipitation4,snowfall4,snow_depth4,wind_speed4,wind_gusts4,weather_code4,temperature5,precipitation5,snowfall5,snow_depth5,wind_speed5,wind_gusts5,weather_code5,temperature6,precipitation6,snowfall6,snow_depth6,wind_speed6,wind_gusts6,weather_code6,temperature7,precipitation7,snowfall7,snow_depth7,wind_speed7,wind_gusts7,weather_code7
2024-11-15,0,0.0,0.0,0.0,0.2,2,False,6.4,14.9625,32.8,4.2625,85.125,6.4,0.0,0.0,0.0,20.6,32.8,3,6.5,0.0,0.0,0.0,18.6,28.4,3,6.5,0.0,0.0,0.0,15.6,25.9,3,6.6,0.0,0.0,0.0,13.2,22.0,3,6.6,0.0,0.0,0.0,12.7,19.1,3,6.7,0.0,0.0,0.0,11.5,18.4,3,6.7,0.0,0.0,0.0,12.9,18.4,3,6.7,0.0,0.0,0.0,14.6,20.5,3
2024-11-18,0,0.0,0.0,0.0,0.0,2,False,6.8,26.7125,41.4,5.699999999999999,82.625,9.2,0.0,0.0,0.0,30.4,41.4,0,9.0,0.0,0.0,0.0,29.0,39.2,0,8.8,0.0,0.0,0.0,27.6,37.1,0,8.6,0.0,0.0,0.0,25.3,35.3,0,8.3,0.0,0.0,0.0,24.6,32.4,0,8.2,0.0,0.0,0.0,25.0,32.4,0,8.0,0.0,0.0,0.0,25.9,33.5,0,7.8,0.0,0.0,0.0,25.9,34.2,0
2024-11-19,0,0.0,0.0,0.0,5.2,2,False,6.4,27.475,42.5,3.675,80.875,7.1,0.0,0.0,0.0,18.5,24.1,3,6.9,0.0,0.0,0.0,26.2,33.1,3,6.8,0.0,0.0,0.0,29.5,39.2,3,6.7,0.0,0.0,0.0,27.7,40.0,3,6.4,0.0,0.0,0.0,27.7,38.2,3,6.6,0.0,0.0,0.0,28.7,38.9,3,6.7,0.0,0.0,0.0,29.8,40.3,3,6.9,0.0,0.0,0.0,31.7,42.5,3
2024-11-20,0,0.0,0.0,0.2,15.3,2,False,4.9,13.4125,36.7,8.3625,94.5,9.2,0.0,0.0,0.0,24.5,36.7,3,9.3,0.0,0.0,0.0,20.8,31.0,3,9.5,0.1,0.0,0.0,16.0,25.9,51,9.5,0.1,0.0,0.0,12.7,19.4,51,9.3,0.0,0.0,0.0,10.8,15.1,3,9.1,0.0,0.0,0.0,8.6,12.6,3,8.9,0.0,0.0,0.0,7.6,10.1,3,8.7,0.0,0.0,0.0,6.3,9.0,3
2024-11-21,0,0.0,0.14,1.6,3.2,1,False,3.4,32.45,62.3,1.0625,77.0,5.4,0.2,0.0,0.0,42.3,62.3,51,5.6,0.1,0.0,0.0,39.4,58.3,51,4.9,0.1,0.0,0.0,33.4,54.0,51,4.8,0.3,0.0,0.0,33.7,46.1,51,4.7,0.3,0.0,0.0,33.7,46.1,51,4.6,0.1,0.0,0.0,30.3,45.7,51,4.2,0.2,0.0,0.0,25.7,41.4,51,4.0,0.3,0.0,0.0,21.1,35.6,51
2024-11-22,0,0.0,0.0,1.6,5.5,2,False,5.8,34.9375,57.6,3.1875,80.375,6.0,0.1,0.0,0.0,25.8,35.3,51,5.8,0.2,0.0,0.0,29.2,39.2,51,6.4,0.1,0.0,0.0,33.8,45.0,51,6.2,0.1,0.0,0.0,33.8,47.9,51,6.7,0.1,0.0,0.0,32.9,46.1,51,6.6,0.2,0.0,0.0,39.3,52.9,51,6.4,0.3,0.0,0.0,42.3,56.5,51,6.7,0.5,0.0,0.0,42.4,57.6,53
2024-11-25,0,0.0,0.0,0.0,3.9,2,False,3.1,11.9875,35.3,-2.4625,65.625,3.1,0.0,0.0,0.0,3.9,12.6,3,3.2,0.0,0.0,0.0,5.2,11.5,3,3.2,0.0,0.0,0.0,5.1,11.2,3,3.3,0.0,0.0,0.0,3.8,10.8,3,3.6,0.0,0.0,0.0,10.3,15.5,3,3.8,0.0,0.0,0.0,17.8,24.1,3,3.5,0.0,0.0,0.0,24.8,33.5,3,3.5,0.0,0.0,0.0,25.0,35.3,3
2024-11-26,0,0.0,0.21,1.4000000000000001,3.1,1,True,0.8,44.525,68.0,3.8625,86.625,7.4,0.5,0.0,0.0,38.4,43.2,53,6.9,0.1,0.0,0.0,40.1,56.2,51,6.1,0.0,0.0,0.0,42.2,58.3,3,6.2,0.1,0.0,0.0,47.9,64.4,51,5.7,0.0,0.0,0.0,48.6,68.0,3,5.1,0.1,0.0,0.0,46.5,67.3,51,5.1,0.4,0.0,0.0,46.9,67.3,51,4.8,0.2,0.0,0.0,45.6,64.8,51
2024-11-27,0,0.0,0.0,0.0,0.0,2,False,1.4,39.7625,65.2,-2.4125,74.625,1.5,0.0,0.0,0.0,46.7,64.4,3,1.5,0.0,0.0,0.0,46.5,65.2,3,1.7,0.0,0.0,0.0,44.3,64.1,3,1.9,0.0,0.0,0.0,40.1,60.8,3,1.9,0.0,0.0,0.0,37.9,55.1,3,1.6,0.0,0.0,0.0,34.8,52.2,3,1.5,0.0,0.0,0.0,33.4,48.2,2,1.6,0.0,0.0,0.0,34.4,46.8,2
2024-11-28,0,0.0,1.47,0.0,2.1,1,False,0.3,19.2625,29.2,-4.0625,64.125,2.1,0.0,0.0,0.0,17.5,27.0,3,2.0,0.0,0.0,0.0,18.5,27.0,3,2.0,0.0,0.0,0.0,19.1,27.4,3,2.0,0.0,0.0,0.0,20.4,28.8,3,1.8,0.0,0.0,0.0,19.2,29.2,2,2.0,0.0,0.0,0.0,18.6,27.7,3,1.9,0.0,0.0,0.0,20.1,28.4,3,1.9,0.0,0.0,0.0,20.7,29.2,3
2024-11-29,1,1.61,4.2,2.3,6.0,0,False,0.4,44.3625,65.2,-3.0,76.125,1.2,0.3,0.21,0.0,43.4,63.4,73,0.6,0.2,0.14,0.0,42.0,60.5,71,0.7,0.4,0.28,0.0,42.3,58.7,73,0.7,0.3,0.21,0.0,43.5,60.8,73,0.5,0.4,0.28,0.0,46.1,63.4,73,0.8,0.2,0.14,0.0,45.7,64.1,71,0.8,0.2,0.14,0.0,45.5,63.4,71,0.8,0.3,0.21,0.0,46.4,65.2,73
2024-12-02,1,1.05,3.57,1.5,5.2,0,False,0.1,28.3875,43.6,-3.9625,72.375,0.6,0.5,0.35,0.0,26.6,38.9,73,0.3,0.2,0.14,0.0,27.4,40.3,71,0.3,0.1,0.07,0.0,27.9,40.0,71,0.1,0.2,0.14,0.0,31.0,41.4,71,0.9,0.2,0.14,0.0,27.8,43.6,71,0.7,0.1,0.07,0.0,27.9,38.9,71,0.4,0.1,0.07,0.0,28.8,40.3,71,0.1,0.1,0.07,0.0,29.7,41.4,71
2024-12-03,0,0.77,2.45,1.2,3.6,1,False,-0.7,24.8125,43.6,-4.7,70.375,0.7,0.5,0.35,0.0,29.6,43.6,73,0.3,0.1,0.07,0.0,27.1,41.4,71,0.2,0.1,0.07,0.0,22.1,38.2,71,0.2,0.1,0.07,0.0,23.3,33.1,71,0.1,0.1,0.07,0.0,25.2,35.6,71,-0.0,0.0,0.0,0.0,24.6,36.7,0,-0.3,0.1,0.07,0.0,23.5,34.9,71,-0.7,0.2,0.07,0.0,23.1,33.8,71
2024-12-04,1,2.38,9.8,3.4,14.4,0,False,-0.5,49.9625,75.6,-2.5625,82.125,0.6,1.0,0.7,0.0,44.6,62.6,73,0.7,0.5,0.35,0.0,51.1,69.1,73,0.7,0.3,0.21,0.0,51.5,75.6,73,0.2,0.1,0.07,0.0,47.5,72.4,71,-0.0,0.2,0.14,0.0,49.8,69.1,71,-0.2,0.3,0.21,0.0,49.8,69.8,73,-0.4,0.4,0.28,0.0,52.5,73.4,73,-0.5,0.6,0.42,0.0,52.9,74.2,73
2024-12-05,1,1.12,3.64,1.6,5.2,0,False,-2.5,46.5375,74.5,-3.8,72.25,0.6,0.0,0.0,0.0,36.1,49.7,3,1.6,0.5,0.35,0.0,39.7,52.2,73,1.5,0.2,0.14,0.0,48.1,64.8,71,0.9,0.0,0.0,0.0,51.7,70.9,2,0.6,0.1,0.07,0.0,51.3,74.5,71,0.4,0.1,0.07,0.0,49.6,72.0,71,-0.1,0.1,0.07,0.0,48.8,69.5,71,-0.6,0.6,0.42,0.0,47.0,69.1,73
2024-12-06,0,0.0,1.33,0.0,1.9,1,False,-2.6,33.425,54.7,-7.8,65.625,-2.3,0.0,0.0,0.0,38.3,54.7,2,-2.5,0.0,0.0,0.0,37.7,53.6,2,-2.5,0.0,0.0,0.0,33.4,52.6,3,-2.6,0.0,0.0,0.0,31.6,47.2,3,-2.5,0.0,0.0,0.0,28.3,44.6,3,-2.2,0.0,0.0,0.0,29.2,40.7,3,-1.9,0.0,0.0,0.0,33.1,45.4,3,-1.6,0.0,0.0,0.0,35.8,49.7,3
2024-12-09,1,0.0,0.63,0.0,10.5,1,False,3.0,30.85,45.7,1.3375,87.0,3.0,0.0,0.0,0.0,29.4,40.3,3,3.2,0.0,0.0,0.0,28.3,40.3,3,3.3,0.0,0.0,0.0,29.8,40.7,3,3.4,0.0,0.0,0.0,29.9,40.7,3,3.5,0.0,0.0,0.0,31.6,42.5,2,3.5,0.0,0.0,0.0,31.8,42.8,3,3.3,0.0,0.0,0.0,32.2,43.2,3,3.2,0.0,0.0,0.0,33.8,45.7,3
2024-12-10,0,0.0,0.0,0.0,0.1,2,False,3.9,30.4125,47.2,2.6125000000000003,83.375,5.9,0.0,0.0,0.0,34.2,44.3,0,5.6,0.0,0.0,0.0,35.9,46.8,2,5.3,0.0,0.0,0.0,31.0,47.2,3,5.2,0.0,0.0,0.0,29.2,40.3,3,5.1,0.0,0.0,0.0,29.2,37.8,3,5.0,0.0,0.0,0.0,28.7,38.2,3,4.9,0.0,0.0,0.0,27.6,37.4,3,4.8,0.0,0.0,0.0,27.5,36.0,3
2024-12-11,0,0.0,2.24,1.8,5.8,1,True,-1.0,10.337499999999999,39.2,0.625,84.0,3.9,0.0,0.0,0.0,4.2,8.6,3,3.7,0.0,0.0,0.0,5.1,9.0,3,3.7,0.0,0.0,0.0,4.8,9.0,3,3.5,0.1,0.0,0.0,6.3,10.1,51,3.0,0.5,0.0,0.0,6.8,11.9,53,2.6,0.3,0.0,0.0,8.5,13.0,51,2.4,0.3,0.0,0.0,14.2,19.8,51,1.7,0.6,0.0,0.0,32.8,39.2,53
2024-12-12,1,2.45,9.94,3.5,14.2,0,False,-5.6,55.525,94.7,-5.7125,79.0,-0.8,1.7,1.19,0.0,47.4,66.2,75,-0.7,0.3,0.21,0.0,48.8,68.0,73,-1.2,0.1,0.07,0.0,48.2,69.5,71,-2.0,0.2,0.14,0.0,54.1,73.4,71,-2.7,0.8,0.56,0.0,59.6,85.7,73,-3.6,0.1,0.07,0.0,60.6,86.8,71,-4.1,0.1,0.07,0.0,62.3,90.0,71,-5.3,0.2,0.14,0.0,63.2,94.7,71
2024-12-13,1,1.12,1.12,1.6,1.6,0,False,-5.8,39.0875,66.2,-9.3,74.375,-5.6,0.2,0.14,0.0,45.9,66.2,71,-5.4,0.1,0.07,0.0,42.0,65.5,71,-5.7,0.2,0.14,0.0,40.6,60.1,71,-5.8,0.2,0.14,0.0,41.6,59.0,71,-5.7,0.3,0.21,0.0,39.8,59.0,73,-5.3,0.0,0.0,0.0,35.4,56.9,2,-5.4,0.2,0.14,0.0,33.3,50.8,71,-5.1,0.4,0.28,0.0,34.1,49.0,73
2024-12-16,0,0.0,0.0,0.1,4.2,2,False,3.8,30.9,41.4,3.5625,95.375,3.8,0.0,0.0,0.0,32.1,41.0,3,4.3,0.0,0.0,0.0,31.9,41.4,3,4.3,0.0,0.0,0.0,31.4,41.0,3,4.5,0.0,0.0,0.0,29.5,40.3,3,4.4,0.0,0.0,0.0,31.1,40.0,3,4.4,0.0,0.0,0.0,29.1,39.6,3,4.4,0.0,0.0,0.0,29.5,38.9,3,4.1,0.1,0.0,0.0,32.6,41.4,51
2024-12-17,0,0.0,0.0,0.6000000000000001,0.7,2,False,2.4,45.9875,67.0,1.05,82.75,4.6,0.0,0.0,0.0,45.0,60.8,3,4.0,0.1,0.0,0.0,46.9,63.4,51,3.5,0.1,0.0,0.0,43.8,65.5,51,3.6,0.1,0.0,0.0,49.0,67.0,51,3.6,0.2,0.0,0.0,46.5,65.9,51,3.7,0.1,0.0,0.0,44.9,63.0,51,3.6,0.0,0.0,0.0,46.3,64.8,3,3.3,0.0,0.0,0.0,45.5,64.4,3
2024-12-18,0,0.0,0.77,0.2,1.8,1,True,-1.6,23.662499999999998,34.2,-2.5,71.75,2.3,0.0,0.0,0.0,22.0,34.2,3,2.1,0.1,0.0,0.0,22.2,29.9,51,2.1,0.0,0.0,0.0,22.9,30.6,3,2.0,0.0,0.0,0.0,24.2,32.8,3,2.1,0.0,0.0,0.0,23.9,32.4,3,2.0,0.0,0.0,0.0,23.9,32.4,3,1.9,0.0,0.0,0.0,24.7,33.5,3,1.7,0.1,0.0,0.0,25.5,34.2,51
2024-12-19,0,0.42000000000000004,0.63,0.6000000000000001,0.9,1,False,-4.4,33.8875,59.0,-6.775,74.75,-2.3,0.0,0.0,0.0,40.2,59.0,3,-2.3,0.1,0.07,0.0,38.6,56.5,71,-2.1,0.1,0.07,0.0,36.0,53.6,71,-2.2,0.2,0.14,0.0,33.4,50.0,71,-2.8,0.2,0.14,0.0,33.4,46.4,71,-3.4,0.0,0.0,0.0,31.5,46.4,3,-3.8,0.0,0.0,0.0,30.1,44.3,3,-4.3,0.0,0.0,0.0,27.9,42.5,3
2024-12-20,0,1.05,2.31,1.5,3.3,0,False,-3.6,25.175,37.4,-4.6625,81.625,-2.2,0.2,0.14,0.0,25.6,37.1,71,-2.1,0.3,0.21,0.0,24.1,36.7,73,-2.0,0.3,0.21,0.0,25.5,36.4,73,-1.9,0.1,0.07,0.0,26.1,37.4,71,-1.9,0.1,0.07,0.0,25.2,37.4,71,-1.8,0.1,0.07,0.0,24.7,36.0,71,-1.8,0.2,0.14,0.0,25.2,36.0,71,-1.8,0.2,0.14,0.0,25.0,36.0,71
2024-12-23,0,0.28,7.28,0.5,10.8,1,False,-1.7,41.975,61.9,-4.4,76.125,-1.7,0.0,0.0,0.0,36.8,50.8,3,-1.3,0.0,0.0,0.0,39.8,54.7,3,-1.1,0.0,0.0,0.0,41.5,57.2,3,-0.9,0.0,0.0,0.0,41.8,58.7,3,-0.4,0.0,0.0,0.0,43.6,59.8,3,-0.1,0.0,0.0,0.0,43.4,60.8,3,-0.1,0.1,0.07,0.0,44.3,61.2,71,-0.2,0.4,0.21,0.0,44.6,61.9,73
2024-12-24,0,0.21,0.21,0.5,0.5,1,False,-3.0,23.025,33.5,-1.6625,82.25,0.7,0.3,0.21,0.0,23.0,33.1,73,1.1,0.1,0.0,0.0,23.0,31.7,51,1.4,0.1,0.0,0.0,23.1,31.7,51,1.3,0.0,0.0,0.0,23.1,32.0,3,1.3,0.0,0.0,0.0,23.6,32.0,3,1.0,0.0,0.0,0.0,23.9,33.5,3,0.8,0.0,0.0,0.0,21.6,32.8,3,0.7,0.0,0.0,0.0,22.9,31.3,3
2024-12-25,0,0.0,0.35,0.0,0.9,1,False,-3.0,4.2,13.7,-5.4625,80.125,-3.0,0.0,0.0,0.0,5.0,13.7,3,-2.9,0.0,0.0,0.0,5.7,12.2,3,-2.6,0.0,0.0,0.0,5.3,12.2,3,-2.4,0.0,0.0,0.0,4.0,11.9,3,-2.3,0.0,0.0,0.0,3.7,10.1,3,-2.3,0.0,0.0,0.0,3.1,9.7,3,-2.2,0.0,0.0,0.0,3.1,9.4,3,-2.1,0.0,0.0,0.0,3.7,9.4,3
2024-12-26,0,0.0,0.0,0.30000000000000004,0.4,2,True,0.6,23.25,35.6,-1.8375,82.75,0.9,0.0,0.0,0.0,25.4,35.6,3,0.7,0.0,0.0,0.0,24.7,34.9,3,0.8,0.0,0.0,0.0,21.4,33.8,3,0.6,0.1,0.0,0.0,21.2,29.9,51,0.6,0.0,0.0,0.0,22.8,31.3,3,0.8,0.1,0.0,0.0,22.8,31.3,51,0.7,0.1,0.0,0.0,22.9,31.7,51,0.7,0.0,0.0,0.0,24.8,33.5,3
2024-12-27,0,0.0,0.0,0.4,0.8,2,False,1.9,23.9625,37.8,0.3,86.625,1.9,0.0,0.0,0.0,25.2,36.4,3,2.0,0.1,0.0,0.0,25.5,33.8,51,2.1,0.3,0.0,0.0,27.8,36.0,51,2.2,0.0,0.0,0.0,26.6,37.8,2,2.4,0.0,0.0,0.0,23.1,35.3,3,2.5,0.0,0.0,0.0,22.3,30.6,3,2.7,0.0,0.0,0.0,20.7,29.2,3,2.7,0.0,0.0,0.0,20.5,27.4,3
2024-12-30,0,0.98,0.98,13.5,16.0,1,False,1.4,47.1875,76.0,1.425,93.0,3.2,0.6,0.0,0.0,42.0,55.1,53,3.1,1.7,0.0,0.0,42.4,56.5,61,3.0,2.8,0.0,0.0,43.0,56.9,63,2.1,3.0,0.0,0.0,43.6,59.0,63,1.4,2.6,0.77,0.0,46.3,60.5,73,2.0,1.5,0.21,0.0,51.4,67.7,73,2.2,0.6,0.0,0.0,52.6,75.2,53,2.5,0.7,0.0,0.0,56.2,76.0,53
2024-12-31,0,0.0,0.49,0.0,2.8,1,True,0.8,17.5125,38.5,-2.175,78.75,1.6,0.0,0.0,0.0,27.9,38.5,3,1.3,0.0,0.0,0.0,25.6,37.1,3,1.2,0.0,0.0,0.0,22.3,34.2,3,1.1,0.0,0.0,0.0,18.4,30.2,3,1.0,0.0,0.0,0.0,15.6,25.6,3,0.9,0.0,0.0,0.0,12.5,22.3,3,0.8,0.0,0.0,0.0,9.7,18.7,3,0.8,0.0,0.0,0.0,8.1,15.5,3
2025-01-01,0,0.07,1.75,1.5,4.3,1,True,0.5,34.575,51.5,-0.8875,84.625,1.5,0.2,0.0,0.0,31.4,42.1,51,1.6,0.2,0.0,0.0,32.2,43.2,51,1.6,0.2,0.0,0.0,33.4,45.0,51,1.5,0.2,0.0,0.0,34.1,46.1,51,1.2,0.3,0.0,0.0,35.3,47.2,51,1.4,0.2,0.0,0.0,35.9,48.2,51,1.5,0.1,0.0,0.0,36.0,49.0,51,1.1,0.1,0.07,0.0,38.3,51.5,71
2025-01-02,0,0.6300000000000001,2.1,0.9,2.9,1,False,-2.1,44.4625,66.2,-3.7375,78.875,0.1,0.8,0.56,0.0,43.9,58.7,73,-0.1,0.1,0.07,0.0,43.7,61.2,71,-0.1,0.0,0.0,0.0,42.4,59.8,3,-0.4,0.0,0.0,0.0,42.7,59.0,3,-0.5,0.0,0.0,0.0,43.2,59.0,3,-0.8,0.0,0.0,0.0,45.0,61.9,3,-1.1,0.0,0.0,0.0,47.0,64.1,3,-1.3,0.0,0.0,0.0,47.8,66.2,1
2025-01-03,0,0.28,5.67,0.4,8.0,1,False,-3.8,39.1875,57.6,-6.5,73.375,-2.1,0.0,0.0,0.0,39.3,57.6,3,-2.3,0.0,0.0,0.0,38.6,54.4,3,-2.3,0.0,0.0,0.0,38.1,53.3,3,-2.4,0.0,0.0,0.0,38.2,52.6,3,-2.5,0.1,0.07,0.0,39.3,54.0,71,-2.5,0.1,0.07,0.0,39.4,55.1,71,-2.4,0.0,0.0,0.0,39.0,54.4,2,-2.7,0.2,0.14,0.0,41.6,56.5,71
2025-01-06,0,0.35000000000000003,0.49,0.5,0.8,1,False,-6.6,26.125,43.2,-7.425,81.75,-3.7,0.1,0.07,0.0,27.8,38.9,71,-4.4,0.1,0.07,0.0,25.4,40.0,71,-4.8,0.0,0.0,0.0,22.5,36.7,3,-4.8,0.0,0.0,0.0,25.4,36.4,3,-4.8,0.0,0.0,0.0,25.6,37.8,3,-5.1,0.1,0.07,0.0,24.7,37.4,71,-5.3,0.1,0.07,0.0,27.4,39.6,71,-5.5,0.1,0.07,0.0,30.2,43.2,71
2025-01-07,0,0.0,0.28,0.0,0.4,1,False,-6.2,38.1375,57.2,-7.2875,80.375,-3.6,0.0,0.0,0.0,38.2,56.5,3,-4.0,0.0,0.0,0.0,37.4,54.0,3,-4.2,0.0,0.0,0.0,36.6,52.6,3,-4.4,0.0,0.0,0.0,36.7,51.8,3,-4.5,0.0,0.0,0.0,37.6,52.6,3,-4.6,0.0,0.0,0.0,38.4,54.0,3,-4.8,0.0,0.0,0.0,40.0,56.2,3,-4.9,0.0,0.0,0.0,40.2,57.2,3
2025-01-08,0,0.6300000000000001,0.98,0.9,1.6,1,False,-10.1,38.400000000000006,58.7,-10.05,83.25,-6.8,0.2,0.14,0.0,37.2,54.0,71,-7.1,0.2,0.14,0.0,37.2,52.9,71,-7.4,0.1,0.07,0.0,38.2,54.0,71,-7.6,0.1,0.07,0.0,39.0,55.4,71,-7.7,0.1,0.07,0.0,39.7,56.2,71,-7.8,0.1,0.07,0.0,41.2,58.3,71,-8.3,0.1,0.07,0.0,38.7,58.7,71,-8.9,0.0,0.0,0.0,36.0,55.8,3
