date,snow_day,snowfall_last_24h,snowfall_last_12h,snowfall_overnight,snowfall_24h,precipitation_overnight,precipitation_24h,no_snowfall_penalty,freezing_rain,temp_min_overnight,wind_speed_avg_overnight,wind_gusts_max_overnight,dewpoint_avg_overnight,temperature0,precipitation0,snowfall0,snow_depth0,wind_speed0,wind_gusts0,weather_code0,blowing_snow_risk0,temperature1,precipitation1,snowfall1,snow_depth1,wind_speed1,wind_gusts1,weather_code1,blowing_snow_risk1,temperature2,precipitation2,snowfall2,snow_depth2,wind_speed2,wind_gusts2,weather_code2,blowing_snow_risk2,temperature3,precipitation3,snowfall3,snow_depth3,wind_speed3,wind_gusts3,weather_code3,blowing_snow_risk3,temperature4,precipitation4,snowfall4,snow_depth4,wind_speed4,wind_gusts4,weather_code4,blowing_snow_risk4,temperature5,precipitation5,snowfall5,snow_depth5,wind_speed5,wind_gusts5,weather_code5,blowing_snow_risk5,temperature6,precipitation6,snowfall6,snow_depth6,wind_speed6,wind_gusts6,weather_code6,blowing_snow_risk6,temperature7,precipitation7,snowfall7,snow_depth7,wind_speed7,wind_gusts7,weather_code7,blowing_snow_risk7
2024-11-29,1,3.08,2.45,1.61,4.2,2.3,6.0,0,False,0.4,44.3625,78.8,-3.0,1.2,0.3,0.21,0.0,43.4,63.4,73,0.0,0.6,0.2,0.14,0.0,42.0,60.5,71,0.0,0.7,0.4,0.28,0.0,42.3,58.7,73,0.0,0.7,0.3,0.21,0.0,43.5,60.8,73,0.0,0.5,0.4,0.28,0.0,46.1,63.4,73,0.0,0.8,0.2,0.14,0.0,45.7,64.1,71,0.0,0.8,0.2,0.14,0.0,45.5,63.4,71,0.0,0.8,0.3,0.21,0.0,46.4,65.2,73,0.0
2024-12-02,1,4.62,1.26,1.05,3.5700000000000003,1.5,5.2,0,False,0.1,28.3875,47.9,-3.9625,0.6,0.5,0.35,0.0,26.6,38.9,73,0.0,0.3,0.2,0.14,0.0,27.4,40.3,71,0.0,0.3,0.1,0.07,0.0,27.9,40.0,71,0.0,0.1,0.2,0.14,0.0,31.0,41.4,71,0.0,0.9,0.2,0.14,0.0,27.8,43.6,71,0.0,0.7,0.1,0.07,0.0,27.9,38.9,71,0.0,0.4,0.1,0.07,0.0,28.8,40.3,71,0.0,0.1,0.1,0.07,0.0,29.7,41.4,71,0.0
2024-12-03,0,3.3600000000000003,1.8900000000000001,0.77,2.45,1.2,3.6,1,False,-0.7,24.8125,61.2,-4.7,0.7,0.5,0.35,0.0,29.6,43.6,73,0.0,0.3,0.1,0.07,0.0,27.1,41.4,71,0.0,0.2,0.1,0.07,0.0,22.1,38.2,71,0.0,0.2,0.1,0.07,0.0,23.3,33.1,71,0.0,0.1,0.1,0.07,0.0,25.2,35.6,71,0.0,-0.0,0.0,0.0,0.0,24.6,36.7,0,0.0,-0.3,0.1,0.07,0.0,23.5,34.9,71,0.0,-0.7,0.2,0.07,0.0,23.1,33.8,71,0.0
2024-12-04,1,4.13,2.94,2.38,9.799999999999999,3.4,14.4,0,False,-0.5,49.9625,84.6,-2.5625,0.6,1.0,0.7,0.0,44.6,62.6,73,0.0,0.7,0.5,0.35,0.0,51.1,69.1,73,0.0,0.7,0.3,0.21,0.0,51.5,75.6,73,0.0,0.2,0.1,0.07,0.0,47.5,72.4,71,0.0,-0.0,0.2,0.14,0.0,49.8,69.1,71,0.0,-0.2,0.3,0.21,0.0,49.8,69.8,73,0.0,-0.4,0.4,0.28,0.0,52.5,73.4,73,0.0,-0.5,0.6,0.42,0.0,52.9,74.2,73,0.0
2024-12-05,1,8.96,1.4000000000000001,1.12,3.64,1.6,5.2,0,False,-2.5,46.5375,77.4,-3.8,0.6,0.0,0.0,0.0,36.1,49.7,3,0.0,1.6,0.5,0.35,0.0,39.7,52.2,73,0.0,1.5,0.2,0.14,0.0,48.1,64.8,71,0.0,0.9,0.0,0.0,0.0,51.7,70.9,2,0.0,0.6,0.1,0.07,0.0,51.3,74.5,71,0.0,0.4,0.1,0.07,0.0,49.6,72.0,71,0.0,-0.1,0.1,0.07,0.0,48.8,69.5,71,0.0,-0.6,0.6,0.42,0.0,47.0,69.1,73,0.0
2024-12-06,0,2.94,0.42000000000000004,0.0,1.33,0.0,1.9000000000000001,1,False,-2.6,33.425,66.2,-7.8,-2.3,0.0,0.0,0.0,38.3,54.7,2,0.0,-2.5,0.0,0.0,0.0,37.7,53.6,2,0.0,-2.5,0.0,0.0,0.0,33.4,52.6,3,0.0,-2.6,0.0,0.0,0.0,31.6,47.2,3,0.0,-2.5,0.0,0.0,0.0,28.3,44.6,3,0.0,-2.2,0.0,0.0,0.0,29.2,40.7,3,0.0,-1.9,0.0,0.0,0.0,33.1,45.4,3,0.0,-1.6,0.0,0.0,0.0,35.8,49.7,3,0.0
2024-12-09,1,0.0,0.0,0.0,0.63,0.0,10.5,1,False,3.0,30.85,47.9,1.3375,3.0,0.0,0.0,0.0,29.4,40.3,3,0.0,3.2,0.0,0.0,0.0,28.3,40.3,3,0.0,3.3,0.0,0.0,0.0,29.8,40.7,3,0.0,3.4,0.0,0.0,0.0,29.9,40.7,3,0.0,3.5,0.0,0.0,0.0,31.6,42.5,2,0.0,3.5,0.0,0.0,0.0,31.8,42.8,3,0.0,3.3,0.0,0.0,0.0,32.2,43.2,3,0.0,3.2,0.0,0.0,0.0,33.8,45.7,3,0.0
2024-12-10,0,0.63,0.0,0.0,0.0,0.0,0.1,2,False,3.9,30.4125,47.2,2.6125000000000003,5.9,0.0,0.0,0.0,34.2,44.3,0,0.0,5.6,0.0,0.0,0.0,35.9,46.8,2,0.0,5.3,0.0,0.0,0.0,31.0,47.2,3,0.0,5.2,0.0,0.0,0.0,29.2,40.3,3,0.0,5.1,0.0,0.0,0.0,29.2,37.8,3,0.0,5.0,0.0,0.0,0.0,28.7,38.2,3,0.0,4.9,0.0,0.0,0.0,27.6,37.4,3,0.0,4.8,0.0,0.0,0.0,27.5,36.0,3,0.0
2024-12-11,0,0.0,0.0,0.0,2.24,1.8,5.8,1,True,-1.0,10.337499999999999,68.0,0.625,3.9,0.0,0.0,0.0,4.2,8.6,3,0.0,3.7,0.0,0.0,0.0,5.1,9.0,3,0.0,3.7,0.0,0.0,0.0,4.8,9.0,3,0.0,3.5,0.1,0.0,0.0,6.3,10.1,51,0.0,3.0,0.5,0.0,0.0,6.8,11.9,53,0.0,2.6,0.3,0.0,0.0,8.5,13.0,51,0.0,2.4,0.3,0.0,0.0,14.2,19.8,51,0.0,1.7,0.6,0.0,0.0,32.8,39.2,53,0.0
2024-12-12,1,4.69,3.22,2.45,9.94,3.5,14.2,0,False,-5.6,55.525,94.7,-5.7125,-0.8,1.7,1.19,0.0,47.4,66.2,75,0.0,-0.7,0.3,0.21,0.0,48.8,68.0,73,0.0,-1.2,0.1,0.07,0.0,48.2,69.5,71,0.0,-2.0,0.2,0.14,0.0,54.1,73.4,71,0.0,-2.7,0.8,0.56,0.0,59.6,85.7,73,0.0,-3.6,0.1,0.07,0.0,60.6,86.8,71,0.0,-4.1,0.1,0.07,0.0,62.3,90.0,71,0.0,-5.3,0.2,0.14,0.0,63.2,94.7,71,0.0
2024-12-13,1,8.75,1.54,1.12,1.12,1.6,1.6,0,False,-5.8,39.0875,66.2,-9.3,-5.6,0.2,0.14,0.0,45.9,66.2,71,0.0,-5.4,0.1,0.07,0.0,42.0,65.5,71,0.0,-5.7,0.2,0.14,0.0,40.6,60.1,71,0.0,-5.8,0.2,0.14,0.0,41.6,59.0,71,0.0,-5.7,0.3,0.21,0.0,39.8,59.0,73,0.0,-5.3,0.0,0.0,0.0,35.4,56.9,2,0.0,-5.4,0.2,0.14,0.0,33.3,50.8,71,0.0,-5.1,0.4,0.28,0.0,34.1,49.0,73,0.0
2024-12-16,0,0.0,0.0,0.0,0.0,0.1,4.2,2,False,3.8,30.9,63.7,3.5625,3.8,0.0,0.0,0.0,32.1,41.0,3,0.0,4.3,0.0,0.0,0.0,31.9,41.4,3,0.0,4.3,0.0,0.0,0.0,31.4,41.0,3,0.0,4.5,0.0,0.0,0.0,29.5,40.3,3,0.0,4.4,0.0,0.0,0.0,31.1,40.0,3,0.0,4.4,0.0,0.0,0.0,29.1,39.6,3,0.0,4.4,0.0,0.0,0.0,29.5,38.9,3,0.0,4.1,0.1,0.0,0.0,32.6,41.4,51,0.0
2024-12-17,0,0.0,0.0,0.0,0.0,0.6000000000000001,0.7000000000000001,2,False,2.4,45.9875,67.0,1.05,4.6,0.0,0.0,0.0,45.0,60.8,3,0.0,4.0,0.1,0.0,0.0,46.9,63.4,51,0.0,3.5,0.1,0.0,0.0,43.8,65.5,51,0.0,3.6,0.1,0.0,0.0,49.0,67.0,51,0.0,3.6,0.2,0.0,0.0,46.5,65.9,51,0.0,3.7,0.1,0.0,0.0,44.9,63.0,51,0.0,3.6,0.0,0.0,0.0,46.3,64.8,3,0.0,3.3,0.0,0.0,0.0,45.5,64.4,3,0.0
2024-12-18,0,0.0,0.0,0.0,0.77,0.2,1.8,1,True,-1.6,23.662499999999998,59.8,-2.5,2.3,0.0,0.0,0.0,22.0,34.2,3,0.0,2.1,0.1,0.0,0.0,22.2,29.9,51,0.0,2.1,0.0,0.0,0.0,22.9,30.6,3,0.0,2.0,0.0,0.0,0.0,24.2,32.8,3,0.0,2.1,0.0,0.0,0.0,23.9,32.4,3,0.0,2.0,0.0,0.0,0.0,23.9,32.4,3,0.0,1.9,0.0,0.0,0.0,24.7,33.5,3,0.0,1.7,0.1,0.0,0.0,25.5,34.2,51,0.0
2024-12-19,0,1.19,0.77,0.42000000000000004,0.6300000000000001,0.6000000000000001,0.9,1,False,-4.4,33.8875,59.0,-6.775,-2.3,0.0,0.0,0.0,40.2,59.0,3,0.0,-2.3,0.1,0.07,0.0,38.6,56.5,71,0.0,-2.1,0.1,0.07,0.0,36.0,53.6,71,0.0,-2.2,0.2,0.14,0.0,33.4,50.0,71,0.0,-2.8,0.2,0.14,0.0,33.4,46.4,71,0.0,-3.4,0.0,0.0,0.0,31.5,46.4,3,0.0,-3.8,0.0,0.0,0.0,30.1,44.3,3,0.0,-4.3,0.0,0.0,0.0,27.9,42.5,3,0.0
2024-12-20,0,1.26,1.19,1.05,2.31,1.5,3.3000000000000003,0,False,-3.6,25.175,52.6,-4.6625,-2.2,0.2,0.14,0.0,25.6,37.1,71,0.0,-2.1,0.3,0.21,0.0,24.1,36.7,73,0.0,-2.0,0.3,0.21,0.0,25.5,36.4,73,0.0,-1.9,0.1,0.07,0.0,26.1,37.4,71,0.0,-1.9,0.1,0.07,0.0,25.2,37.4,71,0.0,-1.8,0.1,0.07,0.0,24.7,36.0,71,0.0,-1.8,0.2,0.14,0.0,25.2,36.0,71,0.0,-1.8,0.2,0.14,0.0,25.0,36.0,71,0.0
2024-12-23,0,0.7000000000000001,0.28,0.28,7.28,0.5,10.8,1,False,-1.7,41.975,64.8,-4.4,-1.7,0.0,0.0,0.0,36.8,50.8,3,0.0,-1.3,0.0,0.0,0.0,39.8,54.7,3,0.0,-1.1,0.0,0.0,0.0,41.5,57.2,3,0.0,-0.9,0.0,0.0,0.0,41.8,58.7,3,0.0,-0.4,0.0,0.0,0.0,43.6,59.8,3,0.0,-0.1,0.0,0.0,0.0,43.4,60.8,3,0.0,-0.1,0.1,0.07,0.0,44.3,61.2,71,0.0,-0.2,0.4,0.21,0.0,44.6,61.9,73,0.0
2024-12-24,0,7.42,2.73,0.21,0.21,0.5,0.5,1,False,-3.0,23.025,33.5,-1.6625,0.7,0.3,0.21,0.0,23.0,33.1,73,0.0,1.1,0.1,0.0,0.0,23.0,31.7,51,0.0,1.4,0.1,0.0,0.0,23.1,31.7,51,0.0,1.3,0.0,0.0,0.0,23.1,32.0,3,0.0,1.3,0.0,0.0,0.0,23.6,32.0,3,0.0,1.0,0.0,0.0,0.0,23.9,33.5,3,0.0,0.8,0.0,0.0,0.0,21.6,32.8,3,0.0,0.7,0.0,0.0,0.0,22.9,31.3,3,0.0
2024-12-25,0,0.0,0.0,0.0,0.35000000000000003,0.0,0.9,1,False,-3.0,4.2,35.6,-5.4625,-3.0,0.0,0.0,0.0,5.0,13.7,3,0.0,-2.9,0.0,0.0,0.0,5.7,12.2,3,0.0,-2.6,0.0,0.0,0.0,5.3,12.2,3,0.0,-2.4,0.0,0.0,0.0,4.0,11.9,3,0.0,-2.3,0.0,0.0,0.0,3.7,10.1,3,0.0,-2.3,0.0,0.0,0.0,3.1,9.7,3,0.0,-2.2,0.0,0.0,0.0,3.1,9.4,3,0.0,-2.1,0.0,0.0,0.0,3.7,9.4,3,0.0
2024-12-26,0,0.35000000000000003,0.07,0.0,0.0,0.30000000000000004,0.4,2,True,0.6,23.25,39.2,-1.8375,0.9,0.0,0.0,0.0,25.4,35.6,3,0.0,0.7,0.0,0.0,0.0,24.7,34.9,3,0.0,0.8,0.0,0.0,0.0,21.4,33.8,3,0.0,0.6,0.1,0.0,0.0,21.2,29.9,51,0.0,0.6,0.0,0.0,0.0,22.8,31.3,3,0.0,0.8,0.1,0.0,0.0,22.8,31.3,51,0.0,0.7,0.1,0.0,0.0,22.9,31.7,51,0.0,0.7,0.0,0.0,0.0,24.8,33.5,3,0.0
2024-12-27,0,0.0,0.0,0.0,0.0,0.4,0.8,2,False,1.9,23.9625,37.8,0.3,1.9,0.0,0.0,0.0,25.2,36.4,3,0.0,2.0,0.1,0.0,0.0,25.5,33.8,51,0.0,2.1,0.3,0.0,0.0,27.8,36.0,51,0.0,2.2,0.0,0.0,0.0,26.6,37.8,2,0.0,2.4,0.0,0.0,0.0,23.1,35.3,3,0.0,2.5,0.0,0.0,0.0,22.3,30.6,3,0.0,2.7,0.0,0.0,0.0,20.7,29.2,3,0.0,2.7,0.0,0.0,0.0,20.5,27.4,3,0.0
2024-12-30,0,0.98,0.98,0.98,0.98,13.5,16.0,1,False,1.4,47.1875,77.8,1.425,3.2,0.6,0.0,0.0,42.0,55.1,53,0.0,3.1,1.7,0.0,0.0,42.4,56.5,61,0.0,3.0,2.8,0.0,0.0,43.0,56.9,63,0.0,2.1,3.0,0.0,0.0,43.6,59.0,63,0.0,1.4,2.6,0.77,0.0,46.3,60.5,73,0.0,2.0,1.5,0.21,0.0,51.4,67.7,73,0.0,2.2,0.6,0.0,0.0,52.6,75.2,53,0.0,2.5,0.7,0.0,0.0,56.2,76.0,53,0.0
2024-12-31,0,0.0,0.0,0.0,0.49,0.0,2.8,1,True,0.8,17.5125,43.2,-2.175,1.6,0.0,0.0,0.0,27.9,38.5,3,0.0,1.3,0.0,0.0,0.0,25.6,37.1,3,0.0,1.2,0.0,0.0,0.0,22.3,34.2,3,0.0,1.1,0.0,0.0,0.0,18.4,30.2,3,0.0,1.0,0.0,0.0,0.0,15.6,25.6,3,0.0,0.9,0.0,0.0,0.0,12.5,22.3,3,0.0,0.8,0.0,0.0,0.0,9.7,18.7,3,0.0,0.8,0.0,0.0,0.0,8.1,15.5,3,0.0
2025-01-01,0,0.56,0.56,0.07,1.75,1.5,4.3,1,True,0.5,34.575,55.8,-0.8875,1.5,0.2,0.0,0.0,31.4,42.1,51,0.0,1.6,0.2,0.0,0.0,32.2,43.2,51,0.0,1.6,0.2,0.0,0.0,33.4,45.0,51,0.0,1.5,0.2,0.0,0.0,34.1,46.1,51,0.0,1.2,0.3,0.0,0.0,35.3,47.2,51,0.0,1.4,0.2,0.0,0.0,35.9,48.2,51,0.0,1.5,0.1,0.0,0.0,36.0,49.0,51,0.0,1.1,0.1,0.07,0.0,38.3,51.5,71,0.0
2025-01-02,0,2.38,1.6800000000000002,0.6300000000000001,2.1,0.9,2.9000000000000004,1,False,-2.1,44.4625,67.0,-3.7375,0.1,0.8,0.56,0.0,43.9,58.7,73,0.0,-0.1,0.1,0.07,0.0,43.7,61.2,71,0.0,-0.1,0.0,0.0,0.0,42.4,59.8,3,0.0,-0.4,0.0,0.0,0.0,42.7,59.0,3,0.0,-0.5,0.0,0.0,0.0,43.2,59.0,3,0.0,-0.8,0.0,0.0,0.0,45.0,61.9,3,0.0,-1.1,0.0,0.0,0.0,47.0,64.1,3,0.0,-1.3,0.0,0.0,0.0,47.8,66.2,1,0.0
2025-01-03,0,1.7500000000000002,0.56,0.28,5.67,0.4,8.0,1,False,-3.8,39.1875,76.7,-6.5,-2.1,0.0,0.0,0.0,39.3,57.6,3,0.0,-2.3,0.0,0.0,0.0,38.6,54.4,3,0.0,-2.3,0.0,0.0,0.0,38.1,53.3,3,0.0,-2.4,0.0,0.0,0.0,38.2,52.6,3,0.0,-2.5,0.1,0.07,0.0,39.3,54.0,71,0.0,-2.5,0.1,0.07,0.0,39.4,55.1,71,0.0,-2.4,0.0,0.0,0.0,39.0,54.4,2,0.0,-2.7,0.2,0.14,0.0,41.6,56.5,71,0.0
2025-01-06,0,2.5900000000000003,0.6300000000000001,0.35000000000000003,0.49000000000000005,0.5,0.8,1,False,-6.6,26.125,57.2,-7.425,-3.7,0.1,0.07,0.0,27.8,38.9,71,0.0,-4.4,0.1,0.07,0.0,25.4,40.0,71,0.0,-4.8,0.0,0.0,0.0,22.5,36.7,3,0.0,-4.8,0.0,0.0,0.0,25.4,36.4,3,0.0,-4.8,0.0,0.0,0.0,25.6,37.8,3,0.0,-5.1,0.1,0.07,0.0,24.7,37.4,71,0.0,-5.3,0.1,0.07,0.0,27.4,39.6,71,0.0,-5.5,0.1,0.07,0.0,30.2,43.2,71,0.0
2025-01-07,0,0.21000000000000002,0.0,0.0,0.28,0.0,0.4,1,False,-6.2,38.1375,60.8,-7.2875,-3.6,0.0,0.0,0.0,38.2,56.5,3,0.0,-4.0,0.0,0.0,0.0,37.4,54.0,3,0.0,-4.2,0.0,0.0,0.0,36.6,52.6,3,0.0,-4.4,0.0,0.0,0.0,36.7,51.8,3,0.0,-4.5,0.0,0.0,0.0,37.6,52.6,3,0.0,-4.6,0.0,0.0,0.0,38.4,54.0,3,0.0,-4.8,0.0,0.0,0.0,40.0,56.2,3,0.0,-4.9,0.0,0.0,0.0,40.2,57.2,3,0.0
2025-01-08,0,0.9100000000000001,0.9100000000000001,0.6300000000000001,0.9800000000000001,0.9,1.6,1,False,-10.1,38.400000000000006,58.7,-10.05,-6.8,0.2,0.14,0.0,37.2,54.0,71,0.0,-7.1,0.2,0.14,0.0,37.2,52.9,71,0.0,-7.4,0.1,0.07,0.0,38.2,54.0,71,0.0,-7.6,0.1,0.07,0.0,39.0,55.4,71,0.0,-7.7,0.1,0.07,0.0,39.7,56.2,71,0.0,-7.8,0.1,0.07,0.0,41.2,58.3,71,0.0,-8.3,0.1,0.07,0.0,38.7,58.7,71,0.0,-8.9,0.0,0.0,0.0,36.0,55.8,3,0.0
2025-01-09,0,0.35000000000000003,0.21000000000000002,0.0,0.0,0.0,0.0,2,False,-8.2,29.325,45.4,-10.9625,-8.0,0.0,0.0,0.0,27.7,40.7,3,0.0,-7.9,0.0,0.0,0.0,28.0,41.0,3,0.0,-7.8,0.0,0.0,0.0,30.0,43.2,3,0.0,-7.6,0.0,0.0,0.0,31.3,45.4,3,0.0,-7.5,0.0,0.0,0.0,30.7,45.4,3,0.0,-7.4,0.0,0.0,0.0,30.0,44.6,3,0.0,-7.4,0.0,0.0,0.0,28.7,43.9,3,0.0,-7.3,0.0,0.0,0.0,28.2,42.1,3,0.0
2025-01-10,0,0.0,0.0,0.0,2.87,0.0,4.1,1,False,-4.3,22.6125,51.1,-8.4625,-4.3,0.0,0.0,0.0,12.2,25.9,3,0.0,-4.0,0.0,0.0,0.0,17.0,24.8,3,0.0,-3.5,0.0,0.0,0.0,25.0,34.2,3,0.0,-3.1,0.0,0.0,0.0,28.3,41.0,3,0.0,-2.8,0.0,0.0,0.0,24.9,40.0,3,0.0,-2.7,0.0,0.0,0.0,22.9,36.0,1,0.0,-2.6,0.0,0.0,0.0,25.1,36.4,1,0.0,-2.8,0.0,0.0,0.0,25.5,35.6,3,0.0
2025-01-13,1,4.9,2.24,0.63,2.31,1.2,3.5,1,False,-6.6,44.0375,71.3,-2.65,0.8,0.2,0.07,0.0,40.2,53.6,71,0.0,1.3,0.1,0.0,0.0,44.1,57.6,51,0.0,1.1,0.1,0.0,0.0,43.5,59.4,51,0.0,0.9,0.0,0.0,0.0,43.2,59.4,3,0.0,0.3,0.3,0.21,0.0,42.6,58.3,73,0.0,-0.2,0.2,0.14,0.0,44.2,60.1,71,0.0,-0.7,0.1,0.07,0.0,46.3,63.4,71,0.0,-0.9,0.2,0.14,0.0,48.2,66.2,71,0.0
