date,snow_day,snowfall_last_24h,snowfall_last_12h,snowfall_overnight,snowfall_24h,precipitation_overnight,precipitation_24h,no_snowfall_penalty,freezing_rain,temp_min_overnight,wind_speed_avg_overnight,wind_gusts_max_overnight,dewpoint_avg_overnight,temperature0,precipitation0,snowfall0,wind_speed0,wind_gusts0,weather_code0,temperature1,precipitation1,snowfall1,wind_speed1,wind_gusts1,weather_code1,temperature2,precipitation2,snowfall2,wind_speed2,wind_gusts2,weather_code2,temperature3,precipitation3,snowfall3,wind_speed3,wind_gusts3,weather_code3,temperature4,precipitation4,snowfall4,wind_speed4,wind_gusts4,weather_code4,temperature5,precipitation5,snowfall5,wind_speed5,wind_gusts5,weather_code5,temperature6,precipitation6,snowfall6,wind_speed6,wind_gusts6,weather_code6,temperature7,precipitation7,snowfall7,wind_speed7,wind_gusts7,weather_code7
2024-11-29,1,3.08,2.45,1.61,4.2,2.3,6.0,0,False,0.4,44.3625,78.8,-3.0,1.2,0.3,0.21,43.4,63.4,True,0.6,0.2,0.14,42.0,60.5,True,0.7,0.4,0.28,42.3,58.7,True,0.7,0.3,0.21,43.5,60.8,True,0.5,0.4,0.28,46.1,63.4,True,0.8,0.2,0.14,45.7,64.1,True,0.8,0.2,0.14,45.5,63.4,True,0.8,0.3,0.21,46.4,65.2,True
2024-12-02,1,4.62,1.26,1.05,3.5700000000000003,1.5,5.2,0,False,0.1,28.3875,47.9,-3.9625,0.6,0.5,0.35,26.6,38.9,True,0.3,0.2,0.14,27.4,40.3,True,0.3,0.1,0.07,27.9,40.0,True,0.1,0.2,0.14,31.0,41.4,True,0.9,0.2,0.14,27.8,43.6,True,0.7,0.1,0.07,27.9,38.9,True,0.4,0.1,0.07,28.8,40.3,True,0.1,0.1,0.07,29.7,41.4,True
2024-12-03,0,3.3600000000000003,1.8900000000000001,0.77,2.45,1.2,3.6,1,False,-0.7,24.8125,61.2,-4.7,0.7,0.5,0.35,29.6,43.6,True,0.3,0.1,0.07,27.1,41.4,True,0.2,0.1,0.07,22.1,38.2,True,0.2,0.1,0.07,23.3,33.1,True,0.1,0.1,0.07,25.2,35.6,True,-0.0,0.0,0.0,24.6,36.7,True,-0.3,0.1,0.07,23.5,34.9,True,-0.7,0.2,0.07,23.1,33.8,True
2024-12-04,1,4.13,2.94,2.38,9.799999999999999,3.4,14.4,0,False,-0.5,49.9625,84.6,-2.5625,0.6,1.0,0.7,44.6,62.6,True,0.7,0.5,0.35,51.1,69.1,True,0.7,0.3,0.21,51.5,75.6,True,0.2,0.1,0.07,47.5,72.4,True,-0.0,0.2,0.14,49.8,69.1,True,-0.2,0.3,0.21,49.8,69.8,True,-0.4,0.4,0.28,52.5,73.4,True,-0.5,0.6,0.42,52.9,74.2,True
2024-12-05,1,8.96,1.4000000000000001,1.12,3.64,1.6,5.2,0,False,-2.5,46.5375,77.4,-3.8,0.6,0.0,0.0,36.1,49.7,True,1.6,0.5,0.35,39.7,52.2,True,1.5,0.2,0.14,48.1,64.8,True,0.9,0.0,0.0,51.7,70.9,True,0.6,0.1,0.07,51.3,74.5,True,0.4,0.1,0.07,49.6,72.0,True,-0.1,0.1,0.07,48.8,69.5,True,-0.6,0.6,0.42,47.0,69.1,True
2024-12-06,0,2.94,0.42000000000000004,0.0,1.33,0.0,1.9000000000000001,1,False,-2.6,33.425,66.2,-7.8,-2.3,0.0,0.0,38.3,54.7,True,-2.5,0.0,0.0,37.7,53.6,True,-2.5,0.0,0.0,33.4,52.6,True,-2.6,0.0,0.0,31.6,47.2,True,-2.5,0.0,0.0,28.3,44.6,True,-2.2,0.0,0.0,29.2,40.7,True,-1.9,0.0,0.0,33.1,45.4,True,-1.6,0.0,0.0,35.8,49.7,True
2024-12-09,1,0.0,0.0,0.0,0.63,0.0,10.5,1,False,3.0,30.85,47.9,1.3375,3.0,0.0,0.0,29.4,40.3,True,3.2,0.0,0.0,28.3,40.3,True,3.3,0.0,0.0,29.8,40.7,True,3.4,0.0,0.0,29.9,40.7,True,3.5,0.0,0.0,31.6,42.5,True,3.5,0.0,0.0,31.8,42.8,True,3.3,0.0,0.0,32.2,43.2,True,3.2,0.0,0.0,33.8,45.7,True
2024-12-10,0,0.63,0.0,0.0,0.0,0.0,0.1,2,False,3.9,30.4125,47.2,2.6125000000000003,5.9,0.0,0.0,34.2,44.3,False,5.6,0.0,0.0,35.9,46.8,False,5.3,0.0,0.0,31.0,47.2,False,5.2,0.0,0.0,29.2,40.3,False,5.1,0.0,0.0,29.2,37.8,False,5.0,0.0,0.0,28.7,38.2,False,4.9,0.0,0.0,27.6,37.4,False,4.8,0.0,0.0,27.5,36.0,False
2024-12-11,0,0.0,0.0,0.0,2.24,1.8,5.8,1,True,-1.0,10.337499999999999,68.0,0.625,3.9,0.0,0.0,4.2,8.6,True,3.7,0.0,0.0,5.1,9.0,True,3.7,0.0,0.0,4.8,9.0,True,3.5,0.1,0.0,6.3,10.1,True,3.0,0.5,0.0,6.8,11.9,True,2.6,0.3,0.0,8.5,13.0,True,2.4,0.3,0.0,14.2,19.8,True,1.7,0.6,0.0,32.8,39.2,True
2024-12-12,1,4.69,3.22,2.45,9.94,3.5,14.2,0,False,-5.6,55.525,94.7,-5.7125,-0.8,1.7,1.19,47.4,66.2,True,-0.7,0.3,0.21,48.8,68.0,True,-1.2,0.1,0.07,48.2,69.5,True,-2.0,0.2,0.14,54.1,73.4,True,-2.7,0.8,0.56,59.6,85.7,True,-3.6,0.1,0.07,60.6,86.8,True,-4.1,0.1,0.07,62.3,90.0,True,-5.3,0.2,0.14,63.2,94.7,True
2024-12-13,1,8.75,1.54,1.12,1.12,1.6,1.6,0,False,-5.8,39.0875,66.2,-9.3,-5.6,0.2,0.14,45.9,66.2,True,-5.4,0.1,0.07,42.0,65.5,True,-5.7,0.2,0.14,40.6,60.1,True,-5.8,0.2,0.14,41.6,59.0,True,-5.7,0.3,0.21,39.8,59.0,True,-5.3,0.0,0.0,35.4,56.9,True,-5.4,0.2,0.14,33.3,50.8,True,-5.1,0.4,0.28,34.1,49.0,True
2024-12-16,0,0.0,0.0,0.0,0.0,0.1,4.2,2,False,3.8,30.9,63.7,3.5625,3.8,0.0,0.0,32.1,41.0,False,4.3,0.0,0.0,31.9,41.4,False,4.3,0.0,0.0,31.4,41.0,False,4.5,0.0,0.0,29.5,40.3,False,4.4,0.0,0.0,31.1,40.0,False,4.4,0.0,0.0,29.1,39.6,False,4.4,0.0,0.0,29.5,38.9,False,4.1,0.1,0.0,32.6,41.4,False
2024-12-17,0,0.0,0.0,0.0,0.0,0.6000000000000001,0.7000000000000001,2,False,2.4,45.9875,67.0,1.05,4.6,0.0,0.0,45.0,60.8,False,4.0,0.1,0.0,46.9,63.4,False,3.5,0.1,0.0,43.8,65.5,False,3.6,0.1,0.0,49.0,67.0,False,3.6,0.2,0.0,46.5,65.9,False,3.7,0.1,0.0,44.9,63.0,False,3.6,0.0,0.0,46.3,64.8,False,3.3,0.0,0.0,45.5,64.4,False
2024-12-18,0,0.0,0.0,0.0,0.77,0.2,1.8,1,True,-1.6,23.662499999999998,59.8,-2.5,2.3,0.0,0.0,22.0,34.2,True,2.1,0.1,0.0,22.2,29.9,True,2.1,0.0,0.0,22.9,30.6,True,2.0,0.0,0.0,24.2,32.8,True,2.1,0.0,0.0,23.9,32.4,True,2.0,0.0,0.0,23.9,32.4,True,1.9,0.0,0.0,24.7,33.5,True,1.7,0.1,0.0,25.5,34.2,True
2024-12-19,0,1.19,0.77,0.42000000000000004,0.6300000000000001,0.6000000000000001,0.9,1,False,-4.4,33.8875,59.0,-6.775,-2.3,0.0,0.0,40.2,59.0,True,-2.3,0.1,0.07,38.6,56.5,True,-2.1,0.1,0.07,36.0,53.6,True,-2.2,0.2,0.14,33.4,50.0,True,-2.8,0.2,0.14,33.4,46.4,True,-3.4,0.0,0.0,31.5,46.4,True,-3.8,0.0,0.0,30.1,44.3,True,-4.3,0.0,0.0,27.9,42.5,True
2024-12-20,0,1.26,1.19,1.05,2.31,1.5,3.3000000000000003,0,False,-3.6,25.175,52.6,-4.6625,-2.2,0.2,0.14,25.6,37.1,True,-2.1,0.3,0.21,24.1,36.7,True,-2.0,0.3,0.21,25.5,36.4,True,-1.9,0.1,0.07,26.1,37.4,True,-1.9,0.1,0.07,25.2,37.4,True,-1.8,0.1,0.07,24.7,36.0,True,-1.8,0.2,0.14,25.2,36.0,True,-1.8,0.2,0.14,25.0,36.0,True
2025-01-06,0,2.5900000000000003,0.6300000000000001,0.35000000000000003,0.49000000000000005,0.5,0.8,1,False,-6.6,26.125,57.2,-7.425,-3.7,0.1,0.07,27.8,38.9,True,-4.4,0.1,0.07,25.4,40.0,True,-4.8,0.0,0.0,22.5,36.7,True,-4.8,0.0,0.0,25.4,36.4,True,-4.8,0.0,0.0,25.6,37.8,True,-5.1,0.1,0.07,24.7,37.4,True,-5.3,0.1,0.07,27.4,39.6,True,-5.5,0.1,0.07,30.2,43.2,True
2025-01-07,0,0.21000000000000002,0.0,0.0,0.28,0.0,0.4,1,False,-6.2,38.1375,60.8,-7.2875,-3.6,0.0,0.0,38.2,56.5,True,-4.0,0.0,0.0,37.4,54.0,True,-4.2,0.0,0.0,36.6,52.6,True,-4.4,0.0,0.0,36.7,51.8,True,-4.5,0.0,0.0,37.6,52.6,True,-4.6,0.0,0.0,38.4,54.0,True,-4.8,0.0,0.0,40.0,56.2,True,-4.9,0.0,0.0,40.2,57.2,True
2025-01-08,0,0.9100000000000001,0.9100000000000001,0.6300000000000001,0.9800000000000001,0.9,1.6,1,False,-10.1,38.400000000000006,58.7,-10.05,-6.8,0.2,0.14,37.2,54.0,True,-7.1,0.2,0.14,37.2,52.9,True,-7.4,0.1,0.07,38.2,54.0,True,-7.6,0.1,0.07,39.0,55.4,True,-7.7,0.1,0.07,39.7,56.2,True,-7.8,0.1,0.07,41.2,58.3,True,-8.3,0.1,0.07,38.7,58.7,True,-8.9,0.0,0.0,36.0,55.8,True
2025-01-09,0,0.35000000000000003,0.21000000000000002,0.0,0.0,0.0,0.0,2,False,-8.2,29.325,45.4,-10.9625,-8.0,0.0,0.0,27.7,40.7,False,-7.9,0.0,0.0,28.0,41.0,False,-7.8,0.0,0.0,30.0,43.2,False,-7.6,0.0,0.0,31.3,45.4,False,-7.5,0.0,0.0,30.7,45.4,False,-7.4,0.0,0.0,30.0,44.6,False,-7.4,0.0,0.0,28.7,43.9,False,-7.3,0.0,0.0,28.2,42.1,False
2025-01-10,0,0.0,0.0,0.0,2.87,0.0,4.1,1,False,-4.3,22.6125,51.1,-8.4625,-4.3,0.0,0.0,12.2,25.9,True,-4.0,0.0,0.0,17.0,24.8,True,-3.5,0.0,0.0,25.0,34.2,True,-3.1,0.0,0.0,28.3,41.0,True,-2.8,0.0,0.0,24.9,40.0,True,-2.7,0.0,0.0,22.9,36.0,True,-2.6,0.0,0.0,25.1,36.4,True,-2.8,0.0,0.0,25.5,35.6,True
2025-01-13,1,4.9,2.24,0.63,2.31,1.2,3.5,1,False,-6.6,44.0375,71.3,-2.65,0.8,0.2,0.07,40.2,53.6,True,1.3,0.1,0.0,44.1,57.6,True,1.1,0.1,0.0,43.5,59.4,True,0.9,0.0,0.0,43.2,59.4,True,0.3,0.3,0.21,42.6,58.3,True,-0.2,0.2,0.14,44.2,60.1,True,-0.7,0.1,0.07,46.3,63.4,True,-0.9,0.2,0.14,48.2,66.2,True
2025-01-14,1,2.52,1.12,0.7000000000000001,2.73,1.0,3.8000000000000003,1,False,-7.6,42.5625,65.5,-9.5125,-6.6,0.1,0.07,45.0,64.4,True,-6.6,0.2,0.14,46.1,65.2,True,-6.5,0.2,0.14,44.9,65.5,True,-6.6,0.1,0.07,43.6,64.1,True,-6.8,0.1,0.07,41.0,62.3,True,-7.0,0.1,0.07,40.1,58.7,True,-7.3,0.1,0.07,40.0,57.2,True,-7.6,0.1,0.07,39.8,56.9,True
2025-01-15,1,2.59,0.84,0.49,0.56,0.6,0.7,1,False,-5.0,31.1875,60.5,-8.3625,-4.2,0.0,0.0,32.4,48.6,True,-4.4,0.0,0.0,33.0,46.1,True,-4.5,0.0,0.0,33.8,47.2,True,-4.7,0.0,0.0,32.2,47.2,True,-4.7,0.0,0.07,30.7,45.0,True,-4.6,0.1,0.07,30.1,43.2,True,-4.3,0.2,0.14,28.3,42.1,True,-4.0,0.3,0.21,29.0,40.0,True
2025-01-17,0,2.73,0.98,0.35000000000000003,0.35000000000000003,0.5,0.5,1,False,-2.3,29.175,82.1,-4.95,-1.3,0.0,0.0,38.6,53.3,True,-1.3,0.1,0.07,36.7,52.6,True,-1.4,0.1,0.07,34.8,49.7,True,-1.6,0.1,0.07,32.6,47.5,True,-1.8,0.1,0.07,27.2,43.9,True,-1.9,0.1,0.07,22.2,37.4,True,-2.1,0.0,0.0,20.5,31.3,True,-2.3,0.0,0.0,20.8,29.9,True
2025-01-20,1,6.51,5.46,3.85,6.58,5.5,9.4,0,False,-11.1,22.7125,71.6,-14.0375,-9.3,0.4,0.28,15.9,30.2,True,-9.6,0.6,0.42,15.9,26.6,True,-9.8,0.7,0.49,12.6,26.3,True,-9.9,0.9,0.63,11.0,23.0,True,-10.0,1.0,0.7,17.7,27.7,True,-9.6,1.0,0.7,28.2,39.6,True,-9.3,0.5,0.35,38.0,52.6,True,-9.1,0.4,0.28,42.4,59.8,True
2025-01-21,1,3.78,1.6099999999999999,0.77,3.5,1.1,5.0,1,False,-12.4,44.975,71.6,-14.325000000000001,-10.7,0.1,0.07,45.7,68.8,True,-10.8,0.1,0.07,44.5,66.6,True,-10.8,0.1,0.07,44.7,64.4,True,-10.6,0.2,0.14,44.7,64.4,True,-10.5,0.2,0.14,43.7,64.4,True,-10.6,0.1,0.07,44.5,64.1,True,-10.6,0.1,0.07,44.8,64.8,True,-10.7,0.2,0.14,47.2,68.4,True
2025-01-22,1,4.2,1.96,1.33,3.99,1.9000000000000001,5.7,0,False,-15.1,42.975,79.2,-14.1375,-10.9,0.1,0.07,42.6,62.6,True,-12.1,0.2,0.14,48.4,66.6,True,-11.4,0.4,0.28,47.6,70.2,True,-13.4,0.4,0.28,42.6,68.8,True,-15.1,0.4,0.28,32.4,63.0,True,-11.9,0.2,0.14,43.8,63.0,True,-10.8,0.1,0.07,45.9,66.6,True,-10.9,0.1,0.07,40.5,65.5,True
2025-01-23,0,4.41,2.31,1.68,5.74,2.5,8.3,0,False,-5.9,41.5625,68.8,-6.9875,-5.9,0.3,0.21,47.6,68.8,True,-5.7,0.4,0.28,47.3,67.0,True,-5.4,0.4,0.21,45.2,66.2,True,-5.1,0.3,0.21,42.0,63.4,True,-4.8,0.3,0.21,39.9,58.7,True,-4.6,0.3,0.21,37.4,55.4,True,-4.3,0.2,0.14,35.8,51.8,True,-4.3,0.3,0.21,37.3,50.8,True
2025-01-24,1,5.739999999999999,3.01,1.47,1.8900000000000001,2.1,2.6,0,False,-6.7,30.05,54.7,-10.7875,-5.7,0.5,0.35,36.9,54.7,True,-5.9,0.4,0.28,33.7,52.2,True,-6.0,0.4,0.28,33.7,47.5,True,-6.1,0.3,0.21,30.6,47.5,True,-6.4,0.2,0.14,28.1,43.9,True,-6.5,0.2,0.14,26.5,40.3,True,-6.5,0.1,0.07,25.7,38.2,True,-6.7,0.0,0.0,25.2,37.1,True
2025-01-27,1,0.21000000000000002,0.0,0.0,1.82,0.0,2.6,1,False,-2.1,54.3,87.1,-5.3,-1.9,0.0,0.0,54.2,74.2,True,-1.9,0.0,0.0,53.5,75.2,True,-1.8,0.0,0.0,52.6,74.9,True,-1.6,0.0,0.0,53.8,74.9,True,-1.5,0.0,0.0,53.3,75.2,True,-1.6,0.0,0.0,54.0,75.6,True,-1.7,0.0,0.0,55.7,77.8,True,-1.7,0.0,0.0,57.3,80.3,True
2025-01-28,1,2.17,1.82,0.35000000000000003,4.0600000000000005,0.5,5.9,1,False,-7.7,43.075,81.4,-10.525,-2.9,0.0,0.0,53.5,76.0,True,-3.6,0.0,0.0,48.9,74.5,True,-4.4,0.0,0.0,48.4,68.8,True,-5.6,0.1,0.07,42.4,67.0,True,-6.5,0.1,0.07,40.1,59.0,True,-6.9,0.1,0.07,39.3,55.8,True,-7.2,0.1,0.07,38.2,55.1,True,-7.7,0.1,0.07,33.8,53.3,True
2025-01-29,1,4.62,0.9099999999999999,0.84,2.73,1.4,4.1,1,False,-6.3,45.7625,77.0,-4.025,2.0,0.0,0.0,37.1,49.3,True,1.1,0.6,0.35,35.5,48.2,True,0.5,0.7,0.42,40.1,60.5,True,0.1,0.1,0.07,48.6,64.1,True,-0.8,0.0,0.0,50.4,69.8,True,-1.5,0.0,0.0,50.6,70.2,True,-1.9,0.0,0.0,51.3,72.0,True,-2.3,0.0,0.0,52.5,74.2,True
2025-01-30,1,1.8900000000000001,0.0,0.0,0.07,0.0,0.1,1,False,-5.7,27.45,47.5,-10.375,-5.7,0.0,0.0,30.9,44.3,True,-5.5,0.0,0.0,30.1,43.2,True,-4.9,0.0,0.0,28.8,42.1,True,-4.4,0.0,0.0,28.9,40.0,True,-4.5,0.0,0.0,27.9,40.0,True,-4.6,0.0,0.0,25.6,38.9,True,-4.4,0.0,0.0,22.8,36.0,True,-4.1,0.0,0.0,24.6,34.6,True
2025-01-31,0,0.07,0.0,0.0,0.0,0.0,0.0,2,False,-4.5,15.4875,52.2,-0.8625,2.0,0.0,0.0,24.1,36.4,False,1.6,0.0,0.0,21.9,30.6,False,1.3,0.0,0.0,18.6,27.7,False,1.0,0.0,0.0,12.5,23.4,False,0.9,0.0,0.0,6.6,16.2,False,1.0,0.0,0.0,4.0,9.0,False,0.8,0.0,0.0,15.8,18.7,False,0.2,0.0,0.0,20.4,25.2,False
2025-02-03,0,0.49000000000000005,0.28,0.28,4.83,0.7,7.2,1,False,-2.7,28.675,49.7,-1.7625,-1.6,0.0,0.0,28.6,38.5,True,-1.0,0.0,0.0,25.9,38.5,True,-0.8,0.0,0.0,33.2,43.2,True,-0.3,0.0,0.0,33.8,45.7,True,0.0,0.0,0.0,32.7,45.4,True,0.1,0.2,0.07,25.7,43.6,True,0.2,0.2,0.07,21.3,33.8,True,0.2,0.3,0.14,28.2,35.6,True
2025-02-04,0,4.83,0.14,0.14,0.56,0.2,0.8,1,False,-7.4,36.2,74.9,-5.5,-3.0,0.0,0.0,33.6,47.2,True,-3.1,0.0,0.0,34.1,48.2,True,-3.1,0.0,0.0,33.3,47.2,True,-3.1,0.0,0.0,33.4,45.4,True,-3.0,0.0,0.0,31.8,45.4,True,-3.1,0.0,0.0,34.0,45.4,True,-3.1,0.0,0.0,40.3,52.9,True,-3.1,0.2,0.14,49.1,65.2,True
2025-02-05,0,0.9800000000000001,0.56,0.42000000000000004,1.26,0.6000000000000001,1.8,1,False,-7.2,20.25,39.6,-9.5875,-6.0,0.1,0.07,25.2,37.8,True,-6.0,0.1,0.07,24.1,36.4,True,-5.9,0.0,0.0,21.6,34.9,True,-5.5,0.1,0.07,20.6,31.7,True,-5.2,0.1,0.07,20.6,30.2,True,-5.3,0.1,0.07,18.3,30.2,True,-5.4,0.1,0.07,16.4,27.4,True,-5.4,0.0,0.0,15.2,25.2,True
2025-02-06,0,0.9800000000000001,0.14,0.14,1.05,0.2,1.5,1,False,-5.5,26.075,97.9,-7.2875,-5.0,0.0,0.0,30.9,43.2,True,-5.4,0.0,0.0,29.9,44.3,True,-5.5,0.0,0.0,29.4,42.8,True,-4.9,0.0,0.0,27.1,42.1,True,-4.4,0.0,0.0,22.9,38.9,True,-4.2,0.0,0.0,25.0,34.9,True,-4.0,0.1,0.07,23.3,35.3,True,-3.9,0.1,0.07,20.1,32.8,True
2025-02-07,1,2.17,1.6099999999999999,1.19,1.4000000000000001,1.6,1.9,0,False,-6.6,56.0875,91.8,-9.3,-5.7,0.3,0.21,64.0,90.0,True,-5.8,0.0,0.07,59.9,91.8,True,-6.0,0.0,0.0,56.1,85.7,True,-6.3,0.1,0.07,54.8,80.3,True,-6.4,0.4,0.28,55.1,78.1,True,-6.0,0.3,0.21,54.2,78.8,True,-6.1,0.3,0.21,53.8,76.7,True,-5.9,0.2,0.14,50.8,75.6,True
2025-02-10,0,0.42000000000000004,0.0,0.0,0.0,0.0,0.0,2,False,-6.1,28.1875,54.0,-10.6625,-5.9,0.0,0.0,33.4,46.8,False,-6.0,0.0,0.0,32.9,46.4,False,-6.1,0.0,0.0,31.6,46.1,False,-6.1,0.0,0.0,29.1,44.3,False,-6.1,0.0,0.0,26.8,41.0,False,-6.1,0.0,0.0,24.7,38.2,False,-6.1,0.0,0.0,23.5,35.3,False,-6.0,0.0,0.0,23.5,33.8,False
2025-02-11,0,0.0,0.0,0.0,0.9800000000000001,0.0,1.4000000000000001,1,False,-7.4,38.725,58.7,-8.95,-3.2,0.0,0.0,38.3,52.9,True,-3.3,0.0,0.0,39.0,53.6,True,-3.9,0.0,0.0,39.4,55.1,True,-4.2,0.0,0.0,41.3,57.2,True,-4.1,0.0,0.0,42.4,58.3,True,-4.1,0.0,0.0,39.9,58.7,True,-4.4,0.0,0.0,36.0,55.4,True,-5.1,0.0,0.0,33.5,50.0,True
2025-02-12,0,0.9800000000000001,0.0,0.0,4.83,0.0,6.9,1,False,-7.3,28.7375,65.9,-11.3125,-7.0,0.0,0.0,28.4,40.7,True,-7.0,0.0,0.0,28.1,41.0,True,-7.0,0.0,0.0,27.7,40.7,True,-6.9,0.0,0.0,26.8,40.3,True,-6.8,0.0,0.0,24.7,38.9,True,-7.2,0.0,0.0,30.1,42.5,True,-7.3,0.0,0.0,31.5,45.4,True,-7.1,0.0,0.0,32.6,46.8,True
2025-02-13,1,8.61,6.86,3.7800000000000002,4.62,5.4,6.7,0,False,-6.3,32.65,69.5,-6.4875,-5.3,0.9,0.63,36.1,55.8,True,-5.3,0.9,0.63,28.8,50.8,True,-5.1,0.8,0.56,34.3,47.2,True,-4.7,0.6,0.42,33.2,47.2,True,-4.5,1.0,0.7,32.5,46.4,True,-4.7,0.9,0.63,32.1,46.4,True,-4.8,0.2,0.14,31.9,45.0,True,-5.2,0.1,0.07,32.3,45.4,True
